Index,country,year,rgdpo,labor_stock,capital_stock,Overall Score,Property Rights,Government Integrity,Rule of law,Tax Burden,Government Spending,Government size,Business Freedom,Monetary Freedom,Regulatory efficiency,Trade Freedom,Investment Freedom,Financial Freedom,Market openness
517,Slovakia,2017,144190.140625,15555.7145945358,631657.24418826,65.7,69,39.6,48.8666666666667,79.7,47.2,69.9333333333333,64.9,81.1,66.8,87,75,70,77.3333333333333
518,Slovakia,2018,146127.890625,15883.7715921394,644500.965883467,65.3,68.2,38.2,48.4,78.9,44.3,69.3666666666667,63.9,81,66.3,86.9,75,70,77.3
519,Slovakia,2019,149921.4375,16106.5640380244,658789.662597634,65,68.5,37.7,47.8,78.6,46.1,70.6333333333333,61.3,78.6,64.4333333333333,86,75,70,77
520,Slovenia,2000,47351.51171875,5120.79580124739,315815.542142293,58.3,70,50,60,52.9,36.5,44.7,70,71.9,70.95,73.6,50,50,57.8666666666667
521,Slovenia,2001,47762.74609375,5108.96844544957,325802.986917092,61.8,70,60,65,52.8,47.1,49.95,85,73.6,79.3,67.4,50,50,55.8
522,Slovenia,2002,48673.30859375,5268.63683952212,334743.723181038,57.8,50,55,52.5,51.8,41.9,46.85,85,72,78.5,64.2,50,50,54.7333333333333
523,Slovenia,2003,49835.16015625,5271.26936177949,344344.625330757,57.7,50,52,51,53.1,40.6,46.85,85,76.7,80.85,62.2,50,50,54.0666666666667
524,Slovenia,2004,51786.13671875,5340.13759610128,354524.629058871,59.2,50,60,55,54.4,40.6,47.5,85,77.3,81.15,65.2,50,50,55.0666666666667
525,Slovenia,2005,56365.34375,5206.01720922692,364755.52814463,59.6,50,59,54.5,55.6,45.3,50.45,85,79.1,68.1333333333333,81.8,50,50,60.6
526,Slovenia,2006,56498.76953125,5228.96554808552,376652.693079043,61.9,50,60,55,64,44.3,54.15,75.1,81.7,66.1333333333333,82.4,70,50,67.4666666666667
527,Slovenia,2007,58627.26171875,5410.49063023592,390536.56735496,59.6,50,61,55.5,54.6,30.9,42.75,72.9,78.9,64.3333333333333,86.6,70,50,68.8666666666667
528,Slovenia,2008,64960.12109375,5639.26234483498,405471.147281949,60.16081092,50,64,57,62.3764,33.1648,47.7706,74.09813282,79.53713647,65.3450897633333,86,60,50,65.3333333333333
529,Slovenia,2009,59698.89453125,5575.04825270385,412669.078827833,62.89824763,60,66,63,62.9051,38.4373,50.6712,84.45156973,78.6,68.61718991,85.8,60,50,65.2666666666667
530,Slovenia,2010,60950.0546875,5494.77711689044,416568.391231829,64.7,60,67,63.5,64,46.1,55.05,83.3,76,67.6,87.5,70,50,69.1666666666667
531,Slovenia,2011,63455.94140625,5388.30008351706,419142.164277867,64.6,60,66,63,65.1,41.1,53.1,83.6,80.5,68.6333333333333,87.6,70,50,69.2
532,Slovenia,2012,62795.8125,5312.42418274701,419964.793478166,62.9,60,64,62,64.8,27.9,46.35,81.4,81.2,68.2666666666667,87.1,70,50,69.0333333333333
533,Slovenia,2013,62010.59765625,5346.97311925897,421396.441948591,61.7,60,59,59.5,65.7,22.3,44,80.7,81.6,67.5666666666667,86.8,70,50,68.9333333333333
534,Slovenia,2014,62827.609375,5470.77348303405,422739.047621679,62.7,60,61,60.5,58.9,22.6,40.75,85.4,80.3,72.2333333333333,87.8,70,50,69.2666666666667
535,Slovenia,2015,61784.9609375,5599.21829834883,423945.56555905,60.3,60,57,58.5,58.1,0,29.05,81.2,81.3,73.2,88,70,50,69.3333333333333
536,Slovenia,2016,63278.7265625,5618.36339383338,424222.076193614,60.6,60,58,59,58.6,0,29.3,82,84.3,73.9,88,70,50,69.3333333333333
537,Slovenia,2017,65603.0625,5713.85335462338,426123.39395828,59.2,75,53.6,61.2333333333333,58.7,28.6,31.1333333333333,80.6,85.3,75.3666666666667,87,70,50,69
538,Slovenia,2018,69825.75,5829.88226718363,429442.399970273,64.8,76.6,52.1,62.1333333333333,58.7,31.2,52.0666666666667,79.5,87.3,76.0333333333334,86.9,70,50,68.9666666666667
539,Slovenia,2019,70868.515625,5961.13246121005,433642.087810203,65.5,76.4,53.6,58.8333333333333,58.4,38.3,59.7666666666667,79.3,83.6,74.7,86,70,50,68.6666666666667
540,Spain,2000,1151572.75,76708.9476976153,7018430.35047295,65.9,70,61,65.5,45.8,47.1,46.45,70,81,75.5,77.8,70,70,72.6
541,Spain,2001,1185868.75,80500.5537643252,7275954.12158966,68.1,70,66,68,53.8,54.4,54.1,70,80.7,75.35,78,70,70,72.6666666666667
542,Spain,2002,1226799.625,83106.1727600222,7542415.86835831,68.8,70,70,70,53.1,52,52.55,70,84.1,77.05,79.6,70,70,73.2
543,Spain,2003,1244541.375,85680.9512264501,7832132.18402266,68.8,70,70,70,52.6,52.2,52.4,70,83.3,76.65,81.4,70,70,73.8
544,Spain,2004,1289801.625,88558.7879221428,8134372.57905267,68.9,70,71,70.5,52.9,52.7,52.8,70,83.6,76.8,79.8,70,70,73.2666666666667
545,Spain,2005,1427946.25,91944.9099959706,8462508.4836242,67,70,69,69.5,55.4,53,54.2,70,83.9,67.5666666666667,80.2,70,70,73.4
546,Spain,2006,1557340.625,95661.6758520289,8817930.2033367,68.2,70,71,70.5,55.3,50.5,52.9,78.7,83.9,70.8666666666667,82.4,70,70,74.1333333333333
547,Spain,2007,1660385.5,98340.3412858787,9181810.18661928,69.2,70,70,70,55.2,54.8,55,78,78.5,68.6,86.6,70,80,78.8666666666667
548,Spain,2008,1687736.75,99374.1218217588,9500643.72066043,69.09373694,70,68,69,54.4679,56.2228,55.34535,77.86852773,78.14744218,68.7386566366667,86,70,80,78.6666666666667
549,Spain,2009,1628010.25,94173.6374848148,9702571.37311578,70.0700692,70,67,68.5,58.5971,55.3012,56.94915,76.84150546,78.9,68.0138351533333,85.8,80,80,81.9333333333333
550,Spain,2010,1622292.375,92819.6707440953,9873294.61614204,69.6,70,65,67.5,58.1,54.8,56.45,75.8,77.7,66.9333333333333,87.5,80,80,82.5
551,Spain,2011,1614883.5,91335.1620631313,9997998.75013064,70.2,70,61,65.5,61,49.3,55.15,77.2,82.4,70.8666666666667,87.6,80,80,82.5333333333333
552,Spain,2012,1603927.75,87470.038354868,10082280.8282544,69.1,70,61,65.5,61.3,37.1,49.2,81.3,81.5,71.5333333333333,87.1,80,80,82.3666666666667
553,Spain,2013,1574605.5,85624.8112464197,10145331.1067661,68,70,62,66,53.9,43,48.45,80.3,79.9,71.5,86.8,80,70,78.9333333333333
554,Spain,2014,1578475.5,87136.8613589833,10221833.208797,67.2,70,62.6,66.3,54,38.7,46.35,77.3,79.9,69.8,87.8,80,70,79.2666666666667
555,Spain,2015,1669676.25,90264.6314977334,10313432.6387854,67.6,70,59,64.5,53.1,39.8,46.45,77.5,81.3,70.4666666666667,88,85,70,81
556,Spain,2016,1738080.25,93079.917897616,10407064.6360457,68.5,70,60,65,58.3,41.1,49.7,76,84.7,70.8,88,85,70,81
557,Spain,2017,1815914.875,95354.1701615027,10525543.2082468,63.6,71.2,57.2,60.7666666666667,62.5,41.4,43.6,66.9,85.5,69.2333333333333,87,85,70,80.6666666666667
558,Spain,2018,1849504.75,98163.0739027984,10666871.2166201,65.1,73.1,51.5,62.2,62,42.8,46.9666666666667,66.3,86.7,70.6666666666667,86.9,85,70,80.6333333333333
559,Spain,2019,1886595.25,100020.778159126,10813868.4597418,65.7,72.9,51.9,58.7333333333333,62.3,46.2,53.2,66.8,87.5,70.7,86,85,70,80.3333333333333
560,Sweden,2000,353287.34375,22513.2316716103,1714044.21179174,65.1,70,95,82.5,34.1,0,17.05,70,94.2,82.1,83,70,70,74.3333333333333
561,Sweden,2001,343555.3125,22757.7205745187,1738037.39197671,66.6,90,94,92,33.7,2.5,18.1,70,91.4,80.7,78,70,70,72.6666666666667
562,Sweden,2002,345104,22539.7144421316,1758636.89155025,70.8,90,94,92,31.4,2.5,16.95,70,89.7,79.85,79.6,90,90,86.5333333333334
563,Sweden,2003,354678.75,22324.4444198499,1779143.70286652,70,90,90,90,29.8,2.9,16.35,70,86.4,78.2,81.4,90,90,87.1333333333333
564,Sweden,2004,371480.3125,22622.572392888,1802409.29850446,70.1,90,93,91.5,32,0,16,70,85.8,77.9,79.8,90,90,86.6
565,Sweden,2005,387039.96875,22769.1691889539,1828603.01531611,69.8,90,93,91.5,33.7,0,16.85,70,86,73.7333333333333,80.2,90,90,86.7333333333333
566,Sweden,2006,403906,23296.9880457256,1861376.41082141,70.9,90,92,91,33.2,2.2,17.7,96.1,87.7,82.9666666666667,82.4,90,70,80.8
567,Sweden,2007,431161.90625,24152.7928486982,1899904.75997135,69.3,90,92,91,33.1,3.6,18.35,94.2,83.8,81,81.4,80,70,77.1333333333333
568,Sweden,2008,442047.3125,24603.1616252623,1935181.37514313,70.80834671,90,92,91,32.71456667,3.8932,18.303883335,95.60115391,82.82814971,81.1431012066667,86,80,80,82
569,Sweden,2009,412821.25,23996.5493881324,1953269.19027681,70.45060468,90,93,91.5,34.9691,7.2592,21.11415,95.88154856,82.1,77.8271828533333,85.8,80,80,81.9333333333333
570,Sweden,2010,434925.3125,24677.6280610192,1977729.78158455,72.4,95,93,94,36.7,17.3,27,95.5,79.5,76.6333333333333,87.5,85,80,84.1666666666667
571,Sweden,2011,467381.34375,25345.7064482428,2005841.03710459,71.9,90,92,91,37.6,17.3,27.45,95,80.1,76.3666666666667,87.6,85,80,84.2
572,Sweden,2012,468806.15625,25409.4341467298,2030676.51637994,71.7,90,92,91,39.1,8.8,23.95,94.6,80.9,76.7,87.1,90,80,85.7
573,Sweden,2013,468068.34375,25566.5805989663,2054697.84149936,72.9,90,93,91.5,39.6,21,30.3,93.2,82.1,76.3,86.8,90,80,85.6
574,Sweden,2014,471940.90625,25965.8772341757,2084723.80380759,73.1,90,92.3,91.15,42.9,21.4,32.15,91.1,82.5,75.5,87.8,90,80,85.9333333333333
575,Sweden,2015,489265.21875,26370.2384812165,2121064.10112124,72.7,90,89,89.5,43,19.2,31.1,87.9,85.5,75.8,88,90,80,86
576,Sweden,2016,496575.71875,27013.412619063,2159637.13026757,72,90,87,88.5,44.4,14.9,29.65,89.7,87.1,76.7666666666667,88,85,80,84.3333333333333
577,Sweden,2017,515378.21875,27363.2600817362,2203428.2749231,74.9,88.6,87.4,86.0666666666667,44.4,21.7,53.1666666666667,90.8,85.3,76.4333333333333,87,85,80,84
578,Sweden,2018,516270.25,27738.2753988438,2245697.58930195,76.3,92.6,92.9,91.2333333333334,43.9,23.2,54.4,89.3,83.8,75.6,86.9,85,80,83.9666666666667
579,Sweden,2019,526240.8125,27590.3273649018,2283805.79307377,75.2,89.5,88,87.1666666666667,43.2,26.7,55.5,88,82,74.6333333333333,86,85,80,83.6666666666667
580,Switzerland,2000,338564.625,23739.8835082369,1841329.25169198,76.8,90,89,89.5,80.7,28,54.35,70,92.2,81.1,81,70,90,80.3333333333333
581,Switzerland,2001,337628.90625,23610.1105805116,1880390.30916965,76,90,89,89.5,80.1,22,51.05,70,90.2,80.1,83,70,90,81
582,Switzerland,2002,338812.71875,23498.4648774049,1917226.35419806,79.3,90,86,88,80,56.7,68.35,70,88.1,79.05,83,70,90,81
583,Switzerland,2003,345368.84375,23654.3870915712,1951496.52298643,79,90,84,87,80.4,55.3,67.85,70,88.3,79.15,83,70,90,81
584,Switzerland,2004,358520.78125,24242.3720490412,1990512.33580682,79.5,90,85,87.5,80.6,55.8,68.2,70,89.4,79.7,85,70,90,81.6666666666667
585,Switzerland,2005,389669.3125,24473.4357648408,2034174.02942711,79.3,90,88,89,73,61.1,67.05,70,90,79.0666666666667,83.4,70,90,81.1333333333333
586,Switzerland,2006,417287.875,25004.2240989162,2081521.72443849,78.9,90,91,90.5,73.4,61.1,67.25,85,89.6,83.9,82,70,70,74
587,Switzerland,2007,460970.21875,25608.3116026359,2131410.02334539,78,90,91,90.5,67.9,59.8,63.85,84.1,83.5,81.5333333333333,87,70,70,75.6666666666667
588,Switzerland,2008,495490.09375,26114.9267529487,2178991.25287031,79.51353503,90,91,90.5,68.0011,61.5508,64.77595,83.92569551,83.57282217,82.46617256,87.2,70,80,79.0666666666667
589,Switzerland,2009,487747.65625,26161.6027208328,2214047.99126345,79.42363005,90,90,90,67.4674,65.32,66.3937,82.93754985,83.9,82.0125166166667,85.4,70,80,78.4666666666667
590,Switzerland,2010,505411.15625,25916.7633960048,2250617.85332218,81.1,90,90,90,68.2,68.9,68.55,81.2,81.3,81.4333333333333,90,80,80,83.3333333333333
591,Switzerland,2011,557177,26596.8765046541,2290546.44813802,81.9,90,90,90,68.4,69.3,68.85,80.2,83.8,83.9333333333333,90,80,80,83.3333333333333
592,Switzerland,2012,575031.5625,26904.0368571935,2332846.97559392,81.1,90,87,88.5,67.9,65.8,66.85,77.9,84.4,83.4,90,80,80,83.3333333333333
593,Switzerland,2013,573934.1875,26980.9400224615,2372703.05306918,81,90,88,89,68.1,63.8,65.95,75.8,86.2,83.3,90,80,80,83.3333333333333
594,Switzerland,2014,588873.625,27403.5952265669,2417262.53815621,81.6,90,88.1,89.05,68.9,65.7,67.3,75.4,85.2,82.6666666666667,90,85,80,85
595,Switzerland,2015,592828.6875,28114.7068643267,2463304.39137488,80.5,90,85,87.5,70.3,65.1,67.7,78.1,86.3,79.9,90,85,80,85
596,Switzerland,2016,603778.375,28550.447375727,2511788.13230226,81,90,86,88,70.9,66.3,68.6,82.2,87.8,80.7,90,85,80,85
597,Switzerland,2017,622558.4375,28486.6101851148,2563053.7227269,81.5,86.9,80.3,81.6,70.9,67.5,78.0666666666667,76.8,84.4,77.8,90,85,90,88.3333333333333
598,Switzerland,2018,636190.75,28679.0982009046,2611600.05915764,81.7,84.2,82.8,83.0333333333334,70.5,65.4,77.2666666666667,75.7,85.2,78.2666666666667,90,85,90,88.3333333333333
599,Switzerland,2019,646919.625,28887.7738583724,2660185.59707593,81.9,85.3,88,85.1,70.5,64.8,77.2,75.4,85.2,77.7,87.4,85,90,87.4666666666667
